排名,影院名称,票房,场次,省份,人次,城市,票价
366,乌鲁木齐德汇万达广场店,14085.39,51,新疆,357,乌鲁木齐市,39
367,CGV影城 长沙德思勤店,14042.85,37,湖南省,348,长沙市,40
368,贵阳市中影南方影城（花果园店）,14016.32,56,贵州省,361,贵阳市,39
369,重庆万州万达广场店,14016.22,44,重庆市,404,重庆市,35
370,武汉万达影城江汉路悦荟广场店,14015.53,46,湖北省,532,武汉市,26
371,九江横店电影城,14014.01,35,江西省,451,九江市,31
372,春天国际影城（上海中庚漫游城店）,14007.05,42,上海市,437,上海市,32
373,内江万达广场店,13995.71,43,四川省,383,内江市,37
374,徐州云龙万达广场店,13986.58,48,江苏省,391,徐州市,36
375,北京百老汇电影中心当代MOMA店,13980.0,15,北京市,284,北京市,49
376,广州南沙万达广场店,13979.5,56,广东省,365,广州市,38
377,成都龙泉驿万达广场店,13946.42,41,四川省,393,成都市,35
378,惠州万达影城博罗天虹店,13937.01,41,广东省,515,惠州市,27
379,北京市莱纳龙域影城,13929.93,63,北京市,378,北京市,37
380,UME影城（重庆渝中店）,13918.28,66,重庆市,443,重庆市,31
381,CGV影城 郑州大卫城店,13898.56,32,河南省,271,郑州市,51
382,广州海珠万达广场店,13895.24,54,广东省,387,广州市,36
383,呼和浩特市横店影视电影城,13871.76,54,内蒙古,473,呼和浩特市,29
384,博纳国际影城北京亦庄IMAX店,13863.53,46,北京市,290,北京市,48
385,济南高新万达广场店,13848.32,63,山东省,375,济南市,37
386,盘锦万达广场店,13834.62,48,辽宁省,438,盘锦市,32
387,三亚市中视国际影城蓝海店,13829.57,49,海南省,347,三亚市,40
388,武商众圆摩尔国际电影城,13796.92,65,湖北省,473,武汉市,29
389,许昌万达广场店,13782.05,50,河南省,511,许昌市,27
390,中影国际影城秦皇新天地店,13756.94,31,河北省,414,秦皇岛市,33
391,伊犁金茂影视茂业影城,13749.97,25,新疆,361,伊犁哈萨克自治州,38
392,广州UA花城汇影院,13740.48,55,广东省,319,广州市,43
393,中瑞影城福州三坊七巷,13712.18,96,福建省,491,福州市,28
394,杭州博纳国际影城临平IMAX店,13707.07,47,浙江省,261,杭州市,53
395,杭州博纳国际影城大悦城店,13688.53,63,浙江省,292,杭州市,47
396,SFC上影影城（嘉兴八佰伴店）,13669.41,41,浙江省,317,嘉兴市,43
397,淮南星轶影城（吾悦广场IMAX店）,13662.86,44,安徽省,431,淮南市,32
398,金逸影城深圳大仟里IMAX店,13651.78,45,广东省,326,深圳市,42
399,SFC上影影城（北京大兴龙湖店）,13638.91,44,北京市,466,北京市,29
400,北京劲松影院,13633.98,33,北京市,326,北京市,42
401,邯郸环球国际影城,13621.84,53,河北省,431,邯郸市,32
402,阜新万达广场店,13617.78,47,辽宁省,471,阜新市,29
403,长沙潇湘国际影城天马店,13594.48,33,湖南省,609,长沙市,22
404,英皇电影城-重庆新光天地店,13547.0,93,重庆市,310,重庆市,44
405,广州百丽宫影院天环店,13546.61,21,广东省,241,广州市,56
406,三亚红树林电影世界,13544.71,133,海南省,346,三亚市,39
407,贵阳市博悦汇影城贵阳壹号IMAX店,13536.41,41,贵州省,402,贵阳市,34
408,呼和浩特寰映影城振华广场店,13529.77,45,内蒙古,439,呼和浩特市,31
409,秦皇岛万达广场店,13529.5,55,河北省,388,秦皇岛市,35
410,鄱阳县奥斯卡影城,13523.8,30,江西省,513,上饶市,26
411,广州万达影城天河万科广场店,13508.63,43,广东省,297,广州市,45
412,上海松江万达广场店,13441.29,43,上海市,292,上海市,46
413,SFC上影影城（百联大上海店）,13433.05,28,上海市,300,上海市,45
414,英皇电影城-长沙国金中心店,13423.2,35,湖南省,403,长沙市,33
415,CGV影城 上海松江印象城店,13420.9,44,上海市,230,上海市,58
416,金逸影城柳州万象城IMAX店,13406.0,39,广西,334,柳州市,40
417,CGV影城 南京百家湖店,13390.06,40,江苏省,294,南京市,46
418,重庆百丽宫影城万象城店,13372.95,36,重庆市,299,重庆市,45
419,佛山脉铂影城（金沙洲金铂天地店）,13357.45,63,广东省,461,佛山市,29
420,广州万达影城万胜广场店,13330.91,32,广东省,353,广州市,38
421,永城奥斯卡金博大店,13297.22,30,河南省,354,商丘市,38
422,橙天嘉禾影城北京祥云店,13296.93,40,北京市,357,北京市,37
423,菏泽万达影城佳和城店,13288.07,44,山东省,403,菏泽市,33
424,东营万达广场店,13276.16,49,山东省,383,东营市,35
425,完美世界影城（北京西直门店）,13272.24,40,北京市,229,北京市,58
426,CGV影城 上海白玉兰广场店,13265.09,36,上海市,219,上海市,61
427,万德隆奥斯卡镇平影城,13265.03,24,河南省,385,南阳市,34
428,SFC上影影城（成都科华店）,13256.33,31,四川省,274,成都市,48
429,中影国际影城海口上邦店,13248.94,61,海南省,433,海口市,31
430,南宁江南万达广场店,13213.6,57,广西,356,南宁市,37
431,广州市龙洞巨幕影城,13194.22,54,广东省,446,广州市,30
432,北京市华联影城上地店,13183.43,26,北京市,278,北京市,47
433,哈尔滨万达影城松雷广场店,13174.74,48,黑龙江,332,哈尔滨市,40
434,金逸影城广州百信西区IMAX店,13161.94,38,广东省,273,广州市,48
435,卢米埃厦门宝龙一城IMAX影城,13155.97,31,福建省,355,厦门市,37
436,幸福蓝海国际影城烟台大悦城店,13147.64,46,山东省,363,烟台市,36
437,西安南关正街横店电影城,13138.15,53,陕西省,498,西安市,26
438,郑州耀莱成龙影城（锦艺店）,13135.73,46,河南省,476,郑州市,28
439,大庆萨尔图万达广场店,13090.36,37,黑龙江,375,大庆市,35
440,烟台芝罘万达广场店,13081.7,48,山东省,402,烟台市,33
441,九江万达广场店,13071.55,54,江西省,388,九江市,34
442,金逸影城重庆IMAX店,13037.17,33,重庆市,362,重庆市,36
443,SFC上影影城（丁香路店）,13029.53,38,上海市,278,上海市,47
444,博纳国际影城南京江北IMAX店,13009.03,46,江苏省,331,南京市,39
445,洛阳万达广场店,12968.67,45,河南省,443,洛阳市,29
446,万象影城南京万象天地HALO巨幕店,12963.86,26,江苏省,334,南京市,39
447,幸福蓝海国际影城南京常发店,12949.59,44,江苏省,378,南京市,34
448,武汉横店影视电影城,12945.07,66,湖北省,455,武汉市,28
449,银川西夏万达广场店,12932.1,42,宁夏,362,银川市,36
450,平顶山万达广场店,12924.64,50,河南省,437,平顶山市,30
451,六盘水万达广场店,12907.49,45,贵州省,363,六盘水市,36
452,CGV影城 上海晶耀前滩店,12897.79,32,上海市,192,上海市,67
453,武商黄石国际影城,12862.98,55,湖北省,423,黄石市,30
454,中影国际影城上海金科路店,12850.02,56,上海市,279,上海市,46
455,开封万达广场店,12846.04,53,河南省,418,开封市,31
456,完美世界影城（长春新天地店）,12824.98,46,吉林省,465,长春市,28
457,庆阳市M3电影城堡,12815.2,48,甘肃省,335,庆阳市,38
458,北京耀莱成龙影城（慈云寺店）,12813.77,43,北京市,310,北京市,41
459,呼和浩特万达影城凯德诺和木勒店,12811.38,41,内蒙古,414,呼和浩特市,31
460,万象影城扬州华润万象汇店,12810.63,30,江苏省,410,扬州市,31
461,上海曹杨影院,12797.97,26,上海市,311,上海市,41
462,UME影城（重庆时代天街店）,12791.19,45,重庆市,393,重庆市,33
463,无锡百丽宫影城苏宁广场店,12791.0,45,江苏省,344,无锡市,37
464,金逸影城顺德彩虹IMAX店,12764.57,52,广东省,411,佛山市,31
465,武汉百丽宫影城壹方店,12751.87,36,湖北省,289,武汉市,44
466,海上明珠国际影城南京雨花客厅店,12703.02,48,江苏省,367,南京市,35
467,洛阳万达影城世茂广场店,12703.01,48,河南省,447,洛阳市,28
468,温州市博悦汇影城印象城IMAX店,12685.56,51,浙江省,294,温州市,43
469,北京市速铂影城路劲IMAX店,12667.0,41,北京市,266,北京市,48
470,景德镇市美高国际影城,12638.96,25,江西省,462,景德镇市,27
471,焦作万达广场店,12621.37,55,河南省,450,焦作市,28
472,北京万达影城通州银兴光魔店,12596.84,47,北京市,324,北京市,39
473,北京博纳国际影城密云店,12596.26,37,北京市,323,北京市,39
474,长沙寰映影城洋湖店,12592.19,49,湖南省,342,长沙市,37
475,深圳海岸影城,12591.05,32,广东省,351,深圳市,36
476,UME影城 (重庆九龙坡店),12579.38,72,重庆市,348,重庆市,36
477,余姚万达广场店,12525.34,50,浙江省,321,宁波市,39
478,上海周浦万达广场店,12518.12,25,上海市,235,上海市,53
479,武汉美逸影城荟聚店,12511.82,54,湖北省,374,武汉市,33
480,卢米埃西安曲江创意谷IMAX影城,12496.98,52,陕西省,304,西安市,41
481,沧州星梦国际影城,12493.48,38,河北省,415,沧州市,30
482,CGV影城 广州万胜围店,12487.07,39,广东省,275,广州市,45
483,泰州万达广场店,12447.49,51,江苏省,379,泰州市,33
484,晋城市中影星美影城(兰花城店),12446.54,32,山西省,342,晋城市,36
485,邢台万达影城逗号立方店,12441.96,49,河北省,441,邢台市,28
486,西亚影城光山店,12436.02,29,河南省,494,信阳市,25
487,蚌埠万达广场店,12428.8,47,安徽省,450,蚌埠市,28
488,南阳市中影国际影城,12387.72,63,河南省,406,南阳市,31
489,茂名市东汇国际影城,12382.81,46,广东省,443,茂名市,28
490,郑州市好莱坞龙子湖永和时光里影城,12354.03,40,河南省,419,郑州市,29
491,长春星轶影城（吾悦广场IMAX店）,12353.32,36,吉林省,365,长春市,34
492,SFC上影影城（青岛金狮广场店）,12333.55,29,山东省,291,青岛市,42
493,太原市全美影院,12321.7,45,山西省,398,太原市,31
494,朝阳万达广场店,12301.47,39,辽宁省,415,朝阳市,30
495,宁德万达广场店,12281.08,44,福建省,353,宁德市,35
496,桂林七星万达广场店,12276.72,55,广西,343,桂林市,36
497,华夏影城武汉蔡甸店,12272.28,30,湖北省,354,武汉市,35
498,肇庆星轶STARX影城（四会吾悦广场店）,12269.46,24,广东省,364,肇庆市,34
499,金逸影城武汉大悦城IMAX店,12237.16,40,湖北省,309,武汉市,40
500,杭州百老汇影城滨江宝龙店,12233.3,35,浙江省,242,杭州市,51
501,大地影院蚌埠银泰城,12221.52,47,安徽省,449,蚌埠市,27
502,辽阳万达广场店,12203.16,56,辽宁省,424,辽阳市,29
503,肇庆市星轶IMAX影城,12200.24,40,广东省,329,肇庆市,37
504,石家庄耀莱成龙影城（北国商城店）,12196.86,50,河北省,467,石家庄市,26
505,北京沃美影城（常营店）,12193.45,47,北京市,260,北京市,47
506,大连市博纳影城中央大道店,12182.37,47,辽宁省,336,大连市,36
507,沈阳奥体万达广场店,12160.9,40,辽宁省,341,沈阳市,36
508,沈阳北一路万达广场店,12128.25,57,辽宁省,393,沈阳市,31
509,金逸影城武汉王家湾店,12127.1,33,湖北省,362,武汉市,34
510,上海市星轶影城闵行天街旗舰店,12103.35,45,上海市,346,上海市,35
511,重庆南坪万达广场店,12099.89,39,重庆市,373,重庆市,32
512,SFC上影影城（南京新城市店）,12062.46,35,江苏省,348,南京市,35
513,CGV影城 哈尔滨会展中心店,12058.58,60,黑龙江,310,哈尔滨市,39
514,天门万达广场店,12049.37,39,湖北省,360,湖北省直辖县级市,33
515,上海市星光影城亚新生活广场店,12048.07,43,上海市,201,上海市,60
516,北京海航文化天宝国际影城,12042.89,57,北京市,395,北京市,30
517,无锡滨湖万达广场店,12038.97,43,江苏省,342,无锡市,35
518,武汉银兴乐天影城南湖店,12022.83,43,湖北省,518,武汉市,23
519,兴义市上影梦乐城影城,11994.86,37,贵州省,454,黔西南布依族苗族自治州,26
520,UME影城（重庆金沙天街店）,11982.27,65,重庆市,344,重庆市,35
521,SFC上影影城（常州月星环球港店）,11969.49,34,江苏省,380,常州市,31
522,天津西青万达广场店,11966.63,39,天津市,338,天津市,35
523,中都影城邢台北国店,11914.78,48,河北省,426,邢台市,28
524,上海天山电影院,11911.02,33,上海市,204,上海市,58
525,东莞厚街万达广场店,11904.44,45,广东省,332,东莞市,36
526,金逸影城广州美林IMAX店,11903.77,39,广东省,350,广州市,34
527,成都市承光影城（财富中心店）,11896.73,44,四川省,335,成都市,36
528,北京怀柔万达广场店,11894.02,48,北京市,250,北京市,48
529,广州保利国际影城（中环广场店）,11885.64,41,广东省,293,广州市,41
530,广州寰映影城天河环贸店,11877.18,42,广东省,267,广州市,44
531,中影国际影城昆山九方店,11867.32,38,江苏省,288,苏州市,41
532,中影国际影城麻城店,11843.8,42,湖北省,450,黄冈市,26
533,博纳国际影城合肥银泰店,11833.33,42,安徽省,336,合肥市,35
534,武穴万达广场店,11826.55,45,湖北省,366,黄冈市,32
535,金逸影城杭州华夏之心IMAX店,11817.94,34,浙江省,248,杭州市,48
536,洛阳耀莱成龙影城（中州中路店）,11803.16,46,河南省,420,洛阳市,28
537,信阳横店电影城,11798.0,36,河南省,349,信阳市,34
538,广州FUN范影城（东圃店）,11774.97,49,广东省,335,广州市,35
539,成都寰映影城世茂广场店,11774.84,53,四川省,347,成都市,34
540,宜宾万达广场店,11765.38,43,四川省,352,宜宾市,33
541,橙天嘉禾影城深圳卓悦汇店,11761.2,33,广东省,315,深圳市,37
542,西安民乐园万达广场店,11756.06,49,陕西省,358,西安市,33
543,广州白云万达广场店,11738.41,46,广东省,292,广州市,40
544,卢米埃杭州西溪天街影城,11729.99,32,浙江省,290,杭州市,40
545,北京耀莱成龙影城（临河里店）,11709.29,46,北京市,312,北京市,38
546,幸福蓝海国际影城珠海金湾华发商都店,11708.62,49,广东省,334,珠海市,35
547,中影国际影城普宁店,11703.05,41,广东省,340,揭阳市,34
548,洛阳市正大乐影城,11689.97,60,河南省,433,洛阳市,27
549,CGV影城 延吉百利城店,11675.94,34,吉林省,286,延边朝鲜族自治州,41
550,芜湖镜湖万达广场店,11671.79,44,安徽省,366,芜湖市,32
551,博纳国际影城成都滨江天街店,11667.23,58,四川省,342,成都市,34
552,玉林万达广场店,11644.31,46,广西,401,玉林市,29
553,深圳娱艺影院UAKKmallY影城,11600.54,42,广东省,224,深圳市,52
554,宣城宣州万达广场店,11599.76,48,安徽省,391,宣城市,30
555,深圳寰映影城福田中洲湾店,11577.62,42,广东省,283,深圳市,41
556,深圳市万象影城布吉IMAX店,11569.12,34,广东省,192,深圳市,60
557,中影国际影城广州天河太阳新天地店,11560.99,36,广东省,305,广州市,38
558,杭州市博纳国际影城西溪IMAX店,11560.44,30,浙江省,259,杭州市,45
559,中影国际影城珠海优特汇店,11548.37,48,广东省,336,珠海市,34
560,抚顺万达广场店,11527.01,40,辽宁省,417,抚顺市,28
561,湘潭横店影视电影城,11519.99,53,湖南省,362,湘潭市,32
562,广州万达影城花都融创茂店,11513.15,50,广东省,300,广州市,38
563,武汉经开万达广场店,11492.93,47,湖北省,343,武汉市,34
564,南宁安吉万达广场店,11464.45,53,广西,355,南宁市,32
565,北京保利国际影城（马家堡店）,11450.13,40,北京市,269,北京市,43
566,金逸广州太阳城IMAX店,11448.97,46,广东省,285,广州市,40
567,金逸影城邢台天一城店,11415.22,51,河北省,374,邢台市,31
568,欧秀国际影城襄阳四季城店,11407.93,57,湖北省,369,襄阳市,31
569,北京华谊兄弟北京影院洋桥店,11386.97,59,北京市,262,北京市,43
570,SFC上影影城上海国华广场店,11359.0,42,上海市,238,上海市,48
571,中影国际影城赣州章贡中航城店,11355.01,28,江西省,386,赣州市,29
572,长沙市汉鼎宇佑影城（黄兴广场店）,11345.0,38,湖南省,426,长沙市,27
573,呼和浩特市v+影城,11334.02,50,内蒙古,308,呼和浩特市,37
574,深圳市中影晴瑞IMAX影城,11329.18,48,广东省,244,深圳市,46
575,CGV影城 济南印象城店,11319.14,39,山东省,257,济南市,44
576,四平万达广场店,11307.45,47,吉林省,404,四平市,28
577,吉林昌邑万达广场店,11306.93,62,吉林省,431,吉林市,26
578,中影国际影城杭州永旺店,11300.11,33,浙江省,312,杭州市,36
579,海上明珠国际影城上海莘庄店,11293.07,36,上海市,255,上海市,44
580,咸阳市奥斯卡巨幕影城,11285.12,67,陕西省,465,咸阳市,24
581,南京万达影城江宁太阳城店,11264.35,44,江苏省,361,南京市,31
582,广州万达影城北京路五月花广场店,11246.32,43,广东省,386,广州市,29
583,UME影城（苏州狮山店）,11222.05,48,江苏省,262,苏州市,43
584,上海华谊兄弟影院,11209.1,36,上海市,224,上海市,50
585,北京市莱纳恒泰影城,11201.34,44,北京市,268,北京市,42
586,南京曼巴国际影城,11183.98,35,江苏省,370,南京市,30
587,深圳市CINESKY新天影院 激光IMAX万科广场店,11181.96,36,广东省,300,深圳市,37
588,南通通州万达广场店,11176.43,56,江苏省,315,南通市,35
589,万象影城北京丽泽天街杜比影院,11171.04,21,北京市,209,北京市,53
590,郑州奥斯卡升龙国际影城,11165.86,34,河南省,430,郑州市,26
591,卢米埃沈阳万象汇影城,11163.95,41,辽宁省,325,沈阳市,34
592,北京万达影城房山店,11152.45,48,北京市,256,北京市,44
593,东阳市博纳国际影城银泰店,11146.55,37,浙江省,265,金华市,42
594,幸福蓝海国际影城厦门集美世茂广场IMAX店,11130.13,39,福建省,307,厦门市,36
595,扬州邗江万达广场店,11120.43,50,江苏省,365,扬州市,30
596,邯郸万达广场店,11110.86,54,河北省,350,邯郸市,32
597,中影国际影城深圳益田假日广场店,11098.21,39,广东省,225,深圳市,49
598,淮安万达广场店,11090.71,52,江苏省,311,淮安市,36
599,幸福蓝海国际影城上海宝山龙湖店,11085.04,37,上海市,208,上海市,53
600,宜昌万达广场店,11083.68,50,湖北省,341,宜昌市,33
601,扬州喜满客影城,11053.55,51,江苏省,345,扬州市,32
602,潍坊齐纳国际影城泰华店,11040.02,40,山东省,337,潍坊市,33
603,自贡保利万和国际影城爱琴海店,11022.97,39,四川省,321,自贡市,34
604,北京米瑞酷影城昌平店,11015.08,43,北京市,283,北京市,39
605,禹州一峰奥斯卡巨幕影城,11013.64,34,河南省,323,许昌市,34
606,银川耀莱成龙影城（金凤店）,11009.73,37,宁夏,379,银川市,29
607,青岛台东路万达广场店,11001.92,38,山东省,387,青岛市,28
608,北京百丽宫影城国贸店,10981.95,24,北京市,129,北京市,85
609,沈阳沈北万达广场店,10974.63,40,辽宁省,334,沈阳市,33
610,襄阳摩尔电影城,10966.96,52,湖北省,357,襄阳市,31
611,锦州万达广场店,10950.04,36,辽宁省,357,锦州市,31
612,安阳横店电影城,10950.04,37,河南省,382,安阳市,29
613,CGV星星影城 北京奥体店,10945.92,37,北京市,238,北京市,46
614,哈尔滨市九天巨幕影城,10942.98,42,黑龙江,402,哈尔滨市,27
615,鸡西万达广场店,10936.09,38,黑龙江,314,鸡西市,35
616,中影国际影城西安莲湖大唐西市店,10935.0,43,陕西省,316,西安市,35
617,CGV影城 邯郸环球中心店,10932.75,35,河北省,239,邯郸市,46
618,北京丰台西铁营万达广场店,10930.19,55,北京市,185,北京市,59
619,万象影城泰州万象城HALO巨幕店,10917.84,28,江苏省,334,泰州市,33
620,牡丹江万达广场店,10909.02,45,黑龙江,310,牡丹江市,35
621,成都青羊万达广场店,10902.7,51,四川省,291,成都市,37
622,幸福蓝海国际影城（淮安激光IMAX店）,10901.01,47,江苏省,300,淮安市,36
623,卢米埃武汉凯德1818影城,10882.09,33,湖北省,344,武汉市,32
624,芜湖横店电影城,10881.0,45,安徽省,396,芜湖市,27
625,兰州万达影城万达茂店,10871.86,46,甘肃省,317,兰州市,34
626,CGV影城 成都金牛店,10867.27,37,四川省,268,成都市,41
627,深圳万象影城深圳湾店,10850.43,27,广东省,173,深圳市,63
628,景德镇市中影南方CGS影城,10849.85,40,江西省,418,景德镇市,26
629,常州武进万达广场店,10847.16,50,江苏省,315,常州市,34
630,UME影城 (重庆沙坪坝店）,10844.93,81,重庆市,388,重庆市,28
631,曲靖经开万达广场店,10844.75,50,云南省,321,曲靖市,34
632,淮北万达广场店,10834.1,58,安徽省,397,淮北市,27
633,卢米埃绍兴银泰IMAX影城,10833.32,36,浙江省,272,绍兴市,40
634,黄石万达广场店,10823.9,54,湖北省,357,黄石市,30
635,乌鲁木齐市星辉电影公园,10813.57,55,新疆,237,乌鲁木齐市,46
636,CGV星星影城 天津滨海店,10806.5,43,天津市,269,天津市,40
637,金华万达广场店,10800.98,41,浙江省,293,金华市,37
638,星轶STARX影城（沧州吾悦广场店）,10774.18,39,河北省,362,沧州市,30
639,杭州市博纳院线戏幕影城（滨江银泰巨幕店）,10770.58,43,浙江省,247,杭州市,44
640,长春万达影城欧亚大卖场店,10762.44,45,吉林省,375,长春市,29
641,金逸影城普洱雅侎之星店,10759.8,36,云南省,290,普洱市,37
642,万象影城昆山万象汇激光IMAX店,10753.94,27,江苏省,234,苏州市,46
643,郑州市银兴国际影城二七广场店,10738.14,109,河南省,378,郑州市,28
644,绵阳电影院,10737.1,70,四川省,411,绵阳市,26
645,UME影城（成都高新店）,10722.62,56,四川省,328,成都市,33
646,日照万达广场店,10717.07,47,山东省,337,日照市,32
647,成都蜀都万达广场店,10714.75,52,四川省,362,成都市,30
648,瑞安星轶影城（吾悦广场STARX店）,10713.79,23,浙江省,220,温州市,49
649,合肥长江剧院,10709.98,48,安徽省,326,合肥市,33
650,杭州万达影城上亿奥特莱斯店,10684.13,29,浙江省,279,杭州市,38
651,CGV影城 宜兴八佰伴店,10682.02,36,江苏省,257,无锡市,42
652,博纳国际影城杭州丁桥龙湖IMAX店,10674.23,46,浙江省,244,杭州市,44
653,南阳奥斯卡新华影城,10653.31,46,河南省,355,南阳市,30
654,卢米埃深圳汇港IMAX影城,10641.99,38,广东省,236,深圳市,45
655,红星电影世界慈溪爱琴海店,10629.11,33,浙江省,323,宁波市,33
656,沈阳市华谊兄弟影院大悦城店,10622.9,46,辽宁省,359,沈阳市,30
657,中影国际影城武汉经开永旺店,10608.85,41,湖北省,314,武汉市,34
658,郑州万达影城公园茂店,10597.59,35,河南省,320,郑州市,33
659,哈尔滨市艾美国际巨幕影城,10592.29,52,黑龙江,335,哈尔滨市,32
660,福州金融街万达广场店,10574.65,56,福建省,301,福州市,35
661,CGV影城 上海大宁店,10570.96,27,上海市,208,上海市,51
662,广州增城万达广场店,10560.51,41,广东省,304,广州市,35
663,哈尔滨万达影城悦荟广场店,10553.56,47,黑龙江,304,哈尔滨市,35
664,拉萨万达广场店,10549.23,49,西藏,272,拉萨市,39
665,惠州大亚湾万达广场店,10530.14,44,广东省,316,惠州市,33
666,昆明万达影城南亚光魔店,10519.97,42,云南省,294,昆明市,36
667,北海万达广场店,10511.54,50,广西,332,北海市,32
668,万象影城南昌万象城HALO巨幕店,10503.27,32,江西省,291,南昌市,36
669,成都影立方773IMAX影城,10488.81,35,四川省,351,成都市,30
670,林州好莱坞影城,10485.01,38,河南省,461,安阳市,23
671,广州市中影佰纳影城花都店,10476.09,45,广东省,334,广州市,31
672,卢米埃南京金鹰河西影城,10466.03,39,江苏省,247,南京市,42
673,苏州平江万达广场店,10459.84,44,江苏省,276,苏州市,38
674,上海百丽宫影城ifc商场店,10457.82,21,上海市,147,上海市,71
675,广州从化影天下国际影城,10457.16,56,广东省,417,广州市,25
676,保定未来石万达广场店,10454.32,41,河北省,334,保定市,31
677,卢米埃北京芳草地影城,10444.94,25,北京市,151,北京市,69
678,合肥巢湖万达广场店,10443.53,51,安徽省,366,合肥市,29
679,北京市环球城市大道电影院,10437.94,48,北京市,161,北京市,65
680,SFC上影影城上海啦啦宝都店,10437.1,44,上海市,179,上海市,58
681,英皇电影城-深圳东海缤纷,10417.7,53,广东省,130,深圳市,80
682,驻马店市好莱坞影城爱克店,10412.97,51,河南省,326,驻马店市,32
683,晟嘉国际影城北京新华店,10396.78,75,北京市,372,北京市,28
684,长春长影电影院,10390.02,27,吉林省,345,长春市,30
685,长春中影影天国际电影城,10384.97,55,吉林省,405,长春市,26
686,天津农垦博纳国际影城,10374.71,55,天津市,343,天津市,30
687,乌鲁木齐市人民电影院,10364.93,48,新疆,291,乌鲁木齐市,36
688,SFC上影影城（昆明西城时代店）,10359.52,34,云南省,237,昆明市,44
689,保定市华隶影城（汇博店）,10351.01,58,河北省,421,保定市,25
690,佛山南海万达广场店,10342.3,48,广东省,292,佛山市,35
691,北京市中影乐成影城,10333.42,47,北京市,211,北京市,49
692,重庆苏宁影城观音桥店,10325.62,62,重庆市,374,重庆市,28
693,晋中市华谊兄弟影院,10316.6,42,山西省,379,晋中市,27
694,幸福蓝海国际影城马鞍山店,10312.62,44,安徽省,380,马鞍山市,27
695,长春市吉视居然影城,10312.18,36,吉林省,398,长春市,26
696,天津武清福源道万达广场店,10299.77,45,天津市,328,天津市,31
697,雅安万达广场店,10291.08,45,四川省,313,雅安市,33
698,延吉万达广场店,10286.26,56,吉林省,280,延边朝鲜族自治州,37
699,大连万达影城和平广场奥纳店,10282.06,54,辽宁省,305,大连市,34
700,英皇电影城-深圳深业上城店,10269.12,50,广东省,197,深圳市,52
701,高碑店嘉林彤美影城,10265.06,34,河北省,415,保定市,25
702,荆州市星轶STARX影城（吾悦广场店）,10263.53,37,湖北省,313,荆州市,33
703,昆明上影和谐影城,10263.5,52,云南省,341,昆明市,30
704,温岭博纳国际影城,10261.42,47,浙江省,259,台州市,40
705,广州百老汇影城凯德店,10259.01,31,广东省,261,广州市,39
706,自由人影城龙岩自由人万宝广场,10258.99,35,福建省,372,龙岩市,28
707,西安奥斯卡赛高国际影城,10249.68,59,陕西省,372,西安市,28
708,厦门寰映影城棕榈城店,10248.82,44,福建省,287,厦门市,36
709,万象影城武汉江宸天街HALO巨幕店,10234.97,41,湖北省,359,武汉市,29
710,中影国际影城南宁青秀航洋城店,10234.6,43,广西,262,南宁市,39
711,铜陵万达广场店,10219.01,50,安徽省,345,铜陵市,30
712,西安万达影城龙城铭园店,10215.62,45,陕西省,317,西安市,32
713,厦门万达影城世茂海峡广场店,10208.36,45,福建省,279,厦门市,37
714,长沙开福万达广场店,10188.98,49,湖南省,287,长沙市,36
715,西昌太平洋影城,10188.31,32,四川省,270,凉山彝族自治州,38
716,首映国际影城（咸阳财富中心店）,10164.93,40,陕西省,426,咸阳市,24
717,幸福蓝海国际影城西安店,10155.85,39,陕西省,300,西安市,34
718,太原市等艺术影院,10142.89,40,山西省,383,太原市,26
719,昆明百美汇影城恒隆广场店,10142.2,37,云南省,240,昆明市,42
720,昆山万达广场店,10125.97,62,江苏省,270,苏州市,38
721,金逸影城空中电影城,10119.89,13,广东省,189,广州市,54
722,济南百丽宫影城恒隆广场店,10115.0,40,山东省,241,济南市,42
723,北京地质礼堂,10107.0,18,北京市,257,北京市,39
724,广州高德飞扬影城,10093.88,40,广东省,227,广州市,44
725,济南耀莱成龙影城（领秀城店）,10093.65,61,山东省,315,济南市,32
726,丰城市越幕影城,10088.08,40,江西省,380,宜春市,27
727,定州万达广场店,10083.96,33,河北省,353,保定市,29
728,长沙市万影汇影城,10075.11,52,湖南省,318,长沙市,32
729,自贡星维国际电影城南湖店,10067.63,82,四川省,302,自贡市,33
730,郑州市悦嘉辰影院海尚店,10048.6,45,河南省,329,郑州市,31
731,北京市九洲中原国际影城,10020.47,35,北京市,253,北京市,40
732,昆明北辰影院,10020.41,48,云南省,352,昆明市,28
733,杭州市上影国际影城铂悦城店,10015.04,41,浙江省,378,杭州市,26
734,青岛CBD万达广场店,10007.11,40,山东省,288,青岛市,35
735,朔州乾翼国际影城,10007.01,33,山西省,262,朔州市,38
736,平湖市星轶影城,10004.16,42,浙江省,282,嘉兴市,35
737,成都保利万和国际影城三利爱琴海店,10003.57,40,四川省,294,成都市,34
738,济南新世纪影城大学城银座店,10002.72,38,山东省,325,济南市,31
739,南京市珠影CC影城珠江路店,10002.48,48,江苏省,391,南京市,26
740,金逸影城肇庆星湖店,10001.95,36,广东省,361,肇庆市,28
741,濮阳经开万达广场店,9994.79,48,河南省,392,濮阳市,25
742,长治万达广场店,9973.19,44,山西省,334,长治市,30
743,武汉市中百国际影城,9963.01,68,湖北省,409,武汉市,24
744,保定市金熊国际影城（银座店）,9960.97,87,河北省,397,保定市,25
